"Step","fancy-spaceship-2 - _runtime","fancy-spaceship-2 - _runtime__MIN","fancy-spaceship-2 - _runtime__MAX","fancy-spaceship-2 - system/gpu.0.gpu","fancy-spaceship-2 - system/gpu.0.gpu__MIN","fancy-spaceship-2 - system/gpu.0.gpu__MAX"
"","1091.6842105263158","2","2476","81.03178947368421","0","97.8"
