"Step","fancy-spaceship-2 - _runtime","fancy-spaceship-2 - _runtime__MIN","fancy-spaceship-2 - _runtime__MAX","fancy-spaceship-2 - system/gpu.0.memory","fancy-spaceship-2 - system/gpu.0.memory__MIN","fancy-spaceship-2 - system/gpu.0.memory__MAX"
"","1091.6842105263158","2","2476","12.670000000000003","0","15.87"
