"Step","fancy-spaceship-2 - _runtime","fancy-spaceship-2 - _runtime__MIN","fancy-spaceship-2 - _runtime__MAX","fancy-spaceship-2 - system/gpu.0.temp","fancy-spaceship-2 - system/gpu.0.temp__MIN","fancy-spaceship-2 - system/gpu.0.temp__MAX"
"","1091.6842105263158","2","2476","79.59305263157891","53","85.73"
