"Step","fancy-spaceship-2 - _runtime","fancy-spaceship-2 - _runtime__MIN","fancy-spaceship-2 - _runtime__MAX","fancy-spaceship-2 - system/gpu.0.powerPercent","fancy-spaceship-2 - system/gpu.0.powerPercent__MIN","fancy-spaceship-2 - system/gpu.0.powerPercent__MAX"
"","1091.6842105263158","2","2476","80.98515789473683","7.73","98.34"
