"Step","fancy-spaceship-2 - _runtime","fancy-spaceship-2 - _runtime__MIN","fancy-spaceship-2 - _runtime__MAX","fancy-spaceship-2 - system/gpu.0.powerWatts","fancy-spaceship-2 - system/gpu.0.powerWatts__MIN","fancy-spaceship-2 - system/gpu.0.powerWatts__MAX"
"","1091.6842105263158","2","2476","194.3632631578947","18.56","236.01"
