"Step","fancy-spaceship-2 - _runtime","fancy-spaceship-2 - _runtime__MIN","fancy-spaceship-2 - _runtime__MAX","fancy-spaceship-2 - system/gpu.0.memoryAllocated","fancy-spaceship-2 - system/gpu.0.memoryAllocated__MIN","fancy-spaceship-2 - system/gpu.0.memoryAllocated__MAX"
"","1091.6842105263158","2","2476","18.818421052631606","0.19","21.16"
