"Step","olive-gorge-3 - _runtime","olive-gorge-3 - _runtime__MIN","olive-gorge-3 - _runtime__MAX","olive-gorge-3 - system/gpu.0.temp","olive-gorge-3 - system/gpu.0.temp__MIN","olive-gorge-3 - system/gpu.0.temp__MAX"
"","273.6756756756757","1","747","55.09027027027025","54","57.6"
