"Step","olive-gorge-3 - _runtime","olive-gorge-3 - _runtime__MIN","olive-gorge-3 - _runtime__MAX","olive-gorge-3 - system/gpu.0.powerPercent","olive-gorge-3 - system/gpu.0.powerPercent__MIN","olive-gorge-3 - system/gpu.0.powerPercent__MAX"
"","273.6756756756757","1","747","18.805945945945947","7.73","24.72"
