"Step","olive-gorge-3 - _runtime","olive-gorge-3 - _runtime__MIN","olive-gorge-3 - _runtime__MAX","olive-gorge-3 - system/gpu.0.memoryAllocated","olive-gorge-3 - system/gpu.0.memoryAllocated__MIN","olive-gorge-3 - system/gpu.0.memoryAllocated__MAX"
"","273.6756756756757","1","747","59.15783783783787","44.05","65.93"
