"Step","olive-gorge-3 - _runtime","olive-gorge-3 - _runtime__MIN","olive-gorge-3 - _runtime__MAX","olive-gorge-3 - system/gpu.0.memory","olive-gorge-3 - system/gpu.0.memory__MIN","olive-gorge-3 - system/gpu.0.memory__MAX"
"","273.6756756756757","1","747","11.273783783783784","0","21.47"
