"Step","olive-gorge-3 - _runtime","olive-gorge-3 - _runtime__MIN","olive-gorge-3 - _runtime__MAX","olive-gorge-3 - system/gpu.0.powerWatts","olive-gorge-3 - system/gpu.0.powerWatts__MIN","olive-gorge-3 - system/gpu.0.powerWatts__MAX"
"","273.6756756756757","1","747","45.13324324324324","18.55","59.32"
